PdfType: replica
Format: lhagrid1
---
   1.0000000000000000E-002   1.0711266711793668E-002   1.1473123457117913E-002   1.2289168536652620E-002   1.3163256186226933E-002   1.4099514780634462E-002   1.5102366332225271E-002   1.6176547376367797E-002   1.7327131342424158E-002   1.8559552515898463E-002   1.9879631704932961E-002   2.1293603732376647E-002   2.2808146883273137E-002   2.4430414446850405E-002   2.6168068501987187E-002   2.8029316105727176E-002   3.0022948055761764E-002   3.2158380409959136E-002   3.4445698959039296E-002   3.6895706862442333E-002   3.9519975672377583E-002   4.2330899987043362E-002   4.5341755991148452E-002   4.8566764160225956E-002   5.2021156424896207E-002   5.5721248112300205E-002   5.9684515004487702E-002   6.3929675877711867E-002   6.8476780912469379E-002   7.3347306391852135E-002   7.8564256135477684E-002   8.4152270148077357E-002   9.0137740995896914E-002   9.6548938460562964E-002  0.10341614305916436       0.11077178906117191       0.11865061767767607       0.12708984114646490       0.13612931848792745       0.14581174376188957       0.15618284771453159       0.16729161376778021       0.17919050937130673       0.19193573380982293       0.20558748363608462       0.22021023698326189       0.23587305809950082       0.25264992354301574       0.27062007157835200       0.28986837642404217       0.29999999999999999       0.31428571428571428       0.32857142857142857       0.34285714285714286       0.35714285714285710       0.37142857142857144       0.38571428571428568       0.39999999999999997       0.41428571428571426       0.42857142857142855       0.44285714285714284       0.45714285714285713       0.47142857142857142       0.48571428571428571       0.50000000000000000       0.51428571428571423       0.52857142857142847       0.54285714285714282       0.55714285714285716       0.57142857142857140       0.58571428571428563       0.59999999999999998       0.61428571428571432       0.62857142857142856       0.64285714285714279       0.65714285714285714       0.67142857142857149       0.68571428571428572       0.69999999999999996       0.71428571428571419       0.72857142857142854       0.74285714285714288       0.75714285714285712       0.77142857142857135       0.78571428571428559       0.80000000000000004       0.81428571428571428       0.82857142857142851       0.84285714285714275       0.85714285714285698       0.87142857142857144       0.88571428571428568       0.89999999999999991       0.91428571428571415       0.92857142857142860       0.94285714285714284       0.95714285714285707       0.97142857142857131       0.98571428571428554        1.0000000000000000     
  0.99999999999999989        1.0633851568645811        1.1338730641344452        1.2124783414470841        1.3003912200884700        1.3990130504188691        1.5099999999999998     
  -5 -4 -3 -2 -1 21  1  2  3  4  5
 0.0000000E+00  0.0000000E+00 -3.7915232E-01  1.8035872E+00 -3.7915232E-01 -1.1488113E+00  1.8035872E+00 -3.7915232E-01 -3.7915232E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.6334771E-01  1.8190140E+00 -3.6334771E-01 -1.0904990E+00  1.8190140E+00 -3.6334771E-01 -3.6334771E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.4427520E-01  1.8376583E+00 -3.4427520E-01 -1.0246131E+00  1.8376583E+00 -3.4427520E-01 -3.4427520E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.2189681E-01  1.8595561E+00 -3.2189681E-01 -9.5121376E-01  1.8595561E+00 -3.2189681E-01 -3.2189681E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -4.0937171E-01  1.7763735E+00 -4.0937171E-01 -1.2857046E+00  1.7763735E+00 -4.0937171E-01 -4.0937171E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -4.0153459E-01  1.7839136E+00 -4.0153459E-01 -1.2465288E+00  1.7839136E+00 -4.0153459E-01 -4.0153459E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.9066631E-01  1.7944374E+00 -3.9066631E-01 -1.1999421E+00  1.7944374E+00 -3.9066631E-01 -3.9066631E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.7670923E-01  1.8080005E+00 -3.7670923E-01 -1.1459411E+00  1.8080005E+00 -3.7670923E-01 -3.7670923E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.5961508E-01  1.8246489E+00 -3.5961508E-01 -1.0845515E+00  1.8246489E+00 -3.5961508E-01 -3.5961508E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.3934523E-01  1.8444192E+00 -3.3934523E-01 -1.0158276E+00  1.8444192E+00 -3.3934523E-01 -3.3934523E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.1587105E-01  1.8673376E+00 -3.1587105E-01 -9.3985277E-01  1.8673376E+00 -3.1587105E-01 -3.1587105E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -4.1074219E-01  1.7772364E+00 -4.1074219E-01 -1.2931689E+00  1.7772364E+00 -4.1074219E-01 -4.1074219E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -4.0132784E-01  1.7862873E+00 -4.0132784E-01 -1.2500858E+00  1.7862873E+00 -4.0132784E-01 -4.0132784E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.8895713E-01  1.7982439E+00 -3.8895713E-01 -1.1998064E+00  1.7982439E+00 -3.8895713E-01 -3.8895713E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.7358127E-01  1.8131525E+00 -3.7358127E-01 -1.1423481E+00  1.8131525E+00 -3.7358127E-01 -3.7358127E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.5516078E-01  1.8310504E+00 -3.5516078E-01 -1.0777566E+00  1.8310504E+00 -3.5516078E-01 -3.5516078E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.3366575E-01  1.8519653E+00 -3.3366575E-01 -1.0061058E+00  1.8519653E+00 -3.3366575E-01 -3.3366575E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.0907609E-01  1.8759149E+00 -3.0907609E-01 -9.2749764E-01  1.8759149E+00 -3.0907609E-01 -3.0907609E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -4.1023785E-01  1.7799621E+00 -4.1023785E-01 -1.2976367E+00  1.7799621E+00 -4.1023785E-01 -4.1023785E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.9931852E-01  1.7904464E+00 -3.9931852E-01 -1.2508082E+00  1.7904464E+00 -3.9931852E-01 -3.9931852E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.8551595E-01  1.8037597E+00 -3.8551595E-01 -1.1969993E+00  1.8037597E+00 -3.8551595E-01 -3.8551595E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.6879037E-01  1.8199393E+00 -3.6879037E-01 -1.1362467E+00  1.8199393E+00 -3.6879037E-01 -3.6879037E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.4911118E-01  1.8390136E+00 -3.4911118E-01 -1.0686152E+00  1.8390136E+00 -3.4911118E-01 -3.4911118E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.2645724E-01  1.8610012E+00 -3.2645724E-01 -9.9419702E-01  1.8610012E+00 -3.2645724E-01 -3.2645724E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.0081704E-01  1.8859114E+00 -3.0081704E-01 -9.1311206E-01  1.8859114E+00 -3.0081704E-01 -3.0081704E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -4.0871833E-01  1.7837073E+00 -4.0871833E-01 -1.3001964E+00  1.7837073E+00 -4.0871833E-01 -4.0871833E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.9622987E-01  1.7956875E+00 -3.9622987E-01 -1.2497389E+00  1.7956875E+00 -3.9622987E-01 -3.9622987E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.8094420E-01  1.8104063E+00 -3.8094420E-01 -1.1925008E+00  1.8104063E+00 -3.8094420E-01 -3.8094420E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.6282961E-01  1.8278932E+00 -3.6282961E-01 -1.1285429E+00  1.8278932E+00 -3.6282961E-01 -3.6282961E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.4186353E-01  1.8481683E+00 -3.4186353E-01 -1.0579526E+00  1.8481683E+00 -3.4186353E-01 -3.4186353E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.1803263E-01  1.8712424E+00 -3.1803263E-01 -9.8084366E-01  1.8712424E+00 -3.1803263E-01 -3.1803263E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.9133307E-01  1.8971170E+00 -2.9133307E-01 -8.9735594E-01  1.8971170E+00 -2.9133307E-01 -2.9133307E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -4.0428589E-01  1.7904727E+00 -4.0428589E-01 -1.3017676E+00  1.7904727E+00 -4.0428589E-01 -4.0428589E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.9039244E-01  1.8037692E+00 -3.9039244E-01 -1.2474873E+00  1.8037692E+00 -3.9039244E-01 -3.9039244E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.7377856E-01  1.8197239E+00 -3.7377856E-01 -1.1866808E+00  1.8197239E+00 -3.7377856E-01 -3.7377856E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.5442133E-01  1.8383572E+00 -3.5442133E-01 -1.1194247E+00  1.8383572E+00 -3.5442133E-01 -3.5442133E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.3230676E-01  1.8596805E+00 -3.3230676E-01 -1.0458219E+00  1.8596805E+00 -3.3230676E-01 -3.3230676E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.0742992E-01  1.8836962E+00 -3.0742992E-01 -9.6600119E-01  1.8836962E+00 -3.0742992E-01 -3.0742992E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.7979509E-01  1.9103975E+00 -2.7979509E-01 -8.8011712E-01  1.9103975E+00 -2.7979509E-01 -2.7979509E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.9933999E-01  1.7976670E+00 -3.9933999E-01 -1.2999859E+00  1.7976670E+00 -3.9933999E-01 -3.9933999E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.8390072E-01  1.8124210E+00 -3.8390072E-01 -1.2421542E+00  1.8124210E+00 -3.8390072E-01 -3.8390072E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.6583739E-01  1.8297324E+00 -3.6583739E-01 -1.1780226E+00  1.8297324E+00 -3.6583739E-01 -3.6583739E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.4513462E-01  1.8496139E+00 -3.4513462E-01 -1.1076883E+00  1.8496139E+00 -3.4513462E-01 -3.4513462E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.2178581E-01  1.8720695E+00 -3.2178581E-01 -1.0312738E+00  1.8720695E+00 -3.2178581E-01 -3.2178581E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.9579317E-01  1.8970944E+00 -2.9579317E-01 -9.4892662E-01  1.8970944E+00 -2.9579317E-01 -2.9579317E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.6716788E-01  1.9246748E+00 -2.6716788E-01 -8.6081829E-01  1.9246748E+00 -2.6716788E-01 -2.6716788E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.8998226E-01  1.8093446E+00 -3.8998226E-01 -1.2967147E+00  1.8093446E+00 -3.8998226E-01 -3.8998226E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.7320891E-01  1.8253346E+00 -3.7320891E-01 -1.2352599E+00  1.8253346E+00 -3.7320891E-01 -3.7320891E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.5390251E-01  1.8437862E+00 -3.5390251E-01 -1.1677602E+00  1.8437862E+00 -3.5390251E-01 -3.5390251E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.3205524E-01  1.8647045E+00 -3.3205524E-01 -1.0943299E+00  1.8647045E+00 -3.3205524E-01 -3.3205524E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.0766785E-01  1.8880861E+00 -3.0766785E-01 -1.0151081E+00  1.8880861E+00 -3.0766785E-01 -3.0766785E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.8074967E-01  1.9139189E+00 -2.8074967E-01 -9.3025758E-01  1.9139189E+00 -2.8074967E-01 -2.8074967E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.5131870E-01  1.9421823E+00 -2.5131870E-01 -8.3996463E-01  1.9421823E+00 -2.5131870E-01 -2.5131870E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.7870328E-01  1.8229812E+00 -3.7870328E-01 -1.2908017E+00  1.8229812E+00 -3.7870328E-01 -3.7870328E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.6063765E-01  1.8401518E+00 -3.6063765E-01 -1.2258352E+00  1.8401518E+00 -3.6063765E-01 -3.6063765E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.4013533E-01  1.8596832E+00 -3.4013533E-01 -1.1550779E+00  1.8596832E+00 -3.4013533E-01 -3.4013533E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.1719561E-01  1.8815732E+00 -3.1719561E-01 -1.0786627E+00  1.8815732E+00 -3.1719561E-01 -3.1719561E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.9182606E-01  1.9058115E+00 -2.9182606E-01 -9.9674585E-01  1.9058115E+00 -2.9182606E-01 -2.9182606E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.6404261E-01  1.9323793E+00 -2.6404261E-01 -9.0950622E-01  1.9323793E+00 -2.6404261E-01 -2.6404261E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.3386953E-01  1.9612496E+00 -2.3386953E-01 -8.1714449E-01  1.9612496E+00 -2.3386953E-01 -2.3386953E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.6505711E-01  1.8389102E+00 -3.6505711E-01 -1.2825165E+00  1.8389102E+00 -3.6505711E-01 -3.6505711E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.4580693E-01  1.8571538E+00 -3.4580693E-01 -1.2140573E+00  1.8571538E+00 -3.4580693E-01 -3.4580693E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.2421654E-01  1.8776560E+00 -3.2421654E-01 -1.1400847E+00  1.8776560E+00 -3.2421654E-01 -3.2421654E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.0029206E-01  1.9004079E+00 -3.0029206E-01 -1.0607460E+00  1.9004079E+00 -3.0029206E-01 -3.0029206E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.7404764E-01  1.9253923E+00 -2.7404764E-01 -9.7621125E-01  1.9253923E+00 -2.7404764E-01 -2.7404764E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.4550554E-01  1.9525843E+00 -2.4550554E-01 -8.8667229E-01  1.9525843E+00 -2.4550554E-01 -2.4550554E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.1469597E-01  1.9819506E+00 -2.1469597E-01 -7.9234188E-01  1.9819506E+00 -2.1469597E-01 -2.1469597E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.5010742E-01  1.8562313E+00 -3.5010742E-01 -1.2712997E+00  1.8562313E+00 -3.5010742E-01 -3.5010742E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.2971075E-01  1.8754909E+00 -3.2971075E-01 -1.1994987E+00  1.8754909E+00 -3.2971075E-01 -3.2971075E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.0707414E-01  1.8969038E+00 -3.0707414E-01 -1.1224543E+00  1.8969038E+00 -3.0707414E-01 -3.0707414E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.8221018E-01  1.9204542E+00 -2.8221018E-01 -1.0403310E+00  1.9204542E+00 -2.8221018E-01 -2.8221018E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.5513928E-01  1.9461188E+00 -2.5513928E-01 -9.5331421E-01  1.9461188E+00 -2.5513928E-01 -2.5513928E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.2588958E-01  1.9738666E+00 -2.2588958E-01 -8.6161000E-01  1.9738666E+00 -2.2588958E-01 -2.2588958E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -1.9449686E-01  2.0036587E+00 -1.9449686E-01 -7.6544379E-01  2.0036587E+00 -1.9449686E-01 -1.9449686E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.3353788E-01  1.8751174E+00 -3.3353788E-01 -1.2574924E+00  1.8751174E+00 -3.3353788E-01 -3.3353788E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.1204404E-01  1.8953390E+00 -3.1204404E-01 -1.1823968E+00  1.8953390E+00 -3.1204404E-01 -3.1204404E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.8841496E-01  1.9176031E+00 -2.8841496E-01 -1.1023413E+00  1.9176031E+00 -2.8841496E-01 -2.8841496E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.6266927E-01  1.9418880E+00 -2.6266927E-01 -1.0175066E+00  1.9418880E+00 -2.6266927E-01 -2.6266927E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.3483314E-01  1.9681644E+00 -2.3483314E-01 -9.2809308E-01  1.9681644E+00 -2.3483314E-01 -2.3483314E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.0494010E-01  1.9963957E+00 -2.0494010E-01 -8.3431976E-01  1.9963957E+00 -2.0494010E-01 -2.0494010E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -1.7303101E-01  2.0265380E+00 -1.7303101E-01 -7.3642339E-01  2.0265380E+00 -1.7303101E-01 -1.7303101E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -3.1507531E-01  1.8959531E+00 -3.1507531E-01 -1.2406562E+00  1.8959531E+00 -3.1507531E-01 -3.1507531E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.9256973E-01  1.9170335E+00 -2.9256973E-01 -1.1623241E+00  1.9170335E+00 -2.9256973E-01 -2.9256973E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.6803422E-01  1.9400449E+00 -2.6803422E-01 -1.0793522E+00  1.9400449E+00 -2.6803422E-01 -2.6803422E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.4149333E-01  1.9649598E+00 -2.4149333E-01 -9.9192688E-01  1.9649598E+00 -2.4149333E-01 -2.4149333E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.1297880E-01  1.9917431E+00 -2.1297880E-01 -9.0025500E-01  1.9917431E+00 -2.1297880E-01 -2.1297880E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -1.8252939E-01  2.0203529E+00 -1.8252939E-01 -8.0456230E-01  2.0203529E+00 -1.8252939E-01 -1.8252939E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -1.5019079E-01  2.0507406E+00 -1.5019079E-01 -7.0509228E-01  2.0507406E+00 -1.5019079E-01 -1.5019079E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.9477505E-01  1.9185267E+00 -2.9477505E-01 -1.2207066E+00  1.9185267E+00 -2.9477505E-01 -2.9477505E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.7128187E-01  1.9404326E+00 -2.7128187E-01 -1.1394090E+00  1.9404326E+00 -2.7128187E-01 -2.7128187E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.4587357E-01  1.9641484E+00 -2.4587357E-01 -1.0537305E+00  1.9641484E+00 -2.4587357E-01 -2.4587357E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.1857982E-01  1.9896413E+00 -2.1857982E-01 -9.6388179E-01  1.9896413E+00 -2.1857982E-01 -2.1857982E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -1.8943710E-01  2.0168715E+00 -1.8943710E-01 -8.7009064E-01  2.0168715E+00 -1.8943710E-01 -1.8943710E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -1.5848858E-01  2.0457926E+00 -1.5848858E-01 -7.7260031E-01  2.0457926E+00 -1.5848858E-01 -1.5848858E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -1.2578388E-01  2.0763517E+00 -1.2578388E-01 -6.7166858E-01  2.0763517E+00 -1.2578388E-01 -1.2578388E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.7069410E-01  1.9449279E+00 -2.7069410E-01 -1.1976565E+00  1.9449279E+00 -2.7069410E-01 -2.7069410E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.4641077E-01  1.9674487E+00 -2.4641077E-01 -1.1132284E+00  1.9674487E+00 -2.4641077E-01 -2.4641077E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -2.2032593E-01  1.9916586E+00 -2.2032593E-01 -1.0247829E+00  1.9916586E+00 -2.2032593E-01 -2.2032593E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -1.9247397E-01  2.0175197E+00 -1.9247397E-01 -9.3253226E-01  2.0175197E+00 -1.9247397E-01 -1.9247397E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -1.6289574E-01  2.0449879E+00 -1.6289574E-01 -8.3670567E-01  2.0449879E+00 -1.6289574E-01 -1.6289574E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -1.3163834E-01  2.0740129E+00 -1.3163834E-01 -7.3754808E-01  2.0740129E+00 -1.3163834E-01 -1.3163834E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00 -9.8754979E-02  2.1045383E+00 -9.8754979E-02 -6.3531877E-01  2.1045383E+00 -9.8754979E-02 -9.8754979E-02  0.0000000E+00  0.0000000E+00
